"Title","DOI","Authors","Abstract","Year","Keywords","Type","database","Discard","reason","tag"
"Local and regional scale habitat heterogeneity contribute to genetic adaptation in a commercially important marine mollusc (Haliotis rubra) from southeastern Australia","10.1111/mec.15128","Miller, AD; Hoffmann, AA; Tan, MH; Young, M; Ahrens, C; Cocomazzo, M; Rattray, A; Ierodiaconou, DA; Treml, E; Sherman, CDH","Characterising adaptive genetic divergence among conspecific populations is often achieved by studying genetic variation across defined environmental gradients. In marine systems this is challenging due to a paucity of information on habitat heterogeneity at local and regional scales and a dependency on sampling regimes that are typically limited to broad longitudinal and latitudinal environmental gradients. As a result, the spatial scales at which selection processes operate and the environmental factors that contribute to genetic adaptation in marine systems are likely to be unclear. In this study we explore patterns of adaptive genetic structuring in a commercially- harvested abalone species (Haliotis rubra) from southeastern Australia, using a panel of genome-wide SNP markers (5,239 SNPs), and a sampling regime informed by marine LiDAR bathymetric imagery and 20-year hindcasted oceanographic models. Despite a lack of overall genetic structure across the sampling distribution, significant genotype associations with heterogeneous habitat features were observed at local and regional spatial scales, including associations with wave energy, ocean current, sea surface temperature, and geology. These findings provide insights into the potential resilience of the species to changing marine climates and the role of migration and selection on recruitment processes, with implications for conservation and fisheries management. This study points to the spatial scales at which selection processes operate in marine systems and highlights the benefits of geospatially-informed sampling regimes for overcoming limitations associated with marine population genomic research.",2019,"abalone; environmental heterogeneity; fisheries management; genetic adaptation; hindcasted oceanographic models; lidar; marine conservation; population genomics","Article","ISI","no",NA,NA
"Adaptive genetic variation distinguishes Chilean blue mussels (Mytilus chilensis) from different marine environments","10.1002/ece3.2110","Araneda, C; Larrain, MA; Hecht, B; Narum, S","Chilean mussel populations have been thought to be panmictic with limited genetic structure. Genotyping-by-sequencing approaches have enabled investigation of genomewide variation that may better distinguish populations that have evolved in different environments. We investigated neutral and adaptive genetic variation in Mytilus from six locations in southern Chile with 1240 SNPs obtained with RAD-seq. Differentiation among locations with 891 neutral SNPs was low (F-ST = 0.005). Higher differentiation was obtained with a panel of 58 putative outlier SNPs (F-ST = 0.114) indicating the potential for local adaptation. This panel identified clusters of genetically related individuals and demonstrated that much of the differentiation (similar to 92%) could be attributed to the three major regions and environments: extreme conditions in Patagonia, inner bay influenced by aquaculture (Reloncavi), and outer bay (Chiloe Island). Patagonia samples were most distinct, but additional analysis carried out excluding this collection also revealed adaptive divergence between inner and outer bay samples. The four locations within Reloncavi area were most similar with all panels of markers, likely due to similar environments, high gene flow by aquaculture practices, and low geographical distance. Our results and the SNP markers developed will be a powerful tool supporting management and programs of this harvested species.",2016,"assignment tests; fst outlier; population structure; rad-seq; snp discovery","Article","ISI","no",NA,NA
"Genomic islands of divergence and their consequences for the resolution of spatial structure in an exploited marine fish","10.1111/eva.12026","Bradbury, IR; Hubert, S; Higgins, B; Bowman, S; Borza, T; Paterson, IG; Snelgrove, PVR; Morris, CJ; Gregory, RS; Hardie, D; Hutchings, JA; Ruzzante, DE; Taggart, CT; Bentzen, P","As populations diverge, genomic regions associated with adaptation display elevated differentiation. These genomic islands of adaptive divergence can inform conservation efforts in exploited species, by refining the delineation of management units, and providing genomic tools for more precise and effective population monitoring and the successful assignment of individuals and products. We explored heterogeneity in genomic divergence and its impact on the resolution of spatial population structure in exploited populations of Atlantic cod, Gadus morhua, using genome wide expressed sequence derived single nucleotide polymorphisms in 466 individuals sampled across the range. Outlier tests identified elevated divergence at 5.2% of SNPs, consistent with directional selection in one-third of linkage groups. Genomic regions of elevated divergence ranged in size from a single position to several cM. Structuring at neutral loci was associated with geographic features, whereas outlier SNPs revealed genetic discontinuities in both the eastern and western Atlantic. This fine-scale geographic differentiation enhanced assignment to region of origin, and through the identification of adaptive diversity, fundamentally changes how these populations should be conserved. This work demonstrates the utility of genome scans for adaptive divergence in the delineation of stock structure, the traceability of individuals and products, and ultimately a role for population genomics in fisheries conservation.",2013,"atlantic cod; divergent selection; genome scan; outlier loci; population genomics; single nucleotide polymorphism","Article","ISI","no",NA,NA
"Post-glacial establishment of locally adapted fish populations over a steep salinity gradient","10.1111/jeb.13668","Leder, EH; Andr, C; Le Moan, A; Topel, M; Blomberg, A; Havenhand, JN; Lindstrom, K; Volckaert, FAM; Kvarnemo, C; Johannesson, K; Svensson, O","Studies of colonization of new habitats that appear from rapidly changing environments are interesting and highly relevant to our understanding of divergence and speciation. Here, we analyse phenotypic and genetic variation involved in the successful establishment of a marine fish (sand goby,Pomatoschistus minutus) over a steep salinity drop from 35 PSU in the North Sea (NE Atlantic) to two PSU in the inner parts of the post-glacial Baltic Sea. We first show that populations are adapted to local salinity in a key reproductive trait, the proportion of motile sperm. Thereafter, we show that genome variation at 22,190 single nucleotide polymorphisms (SNPs) shows strong differentiation among populations along the gradient. Sequences containing outlier SNPs and transcriptome sequences, mapped to a draft genome, reveal associations with genes with relevant functions for adaptation in this environment but without overall evidence of functional enrichment. The many contigs involved suggest polygenic differentiation. We trace the origin of this differentiation using demographic modelling and find the most likely scenario is that at least part of the genetic differentiation is older than the Baltic Sea and is a result of isolation of two lineages prior to the current contact over the North Sea-Baltic Sea transition zone.",2021,"genetic differentiation; local adaptation; population genomics; salinity gradient; sperm traits","Article","ISI","no",NA,NA
"Genome wide analysis reveals genetic divergence between Goldsinny wrasse populations","10.1186/s12863-020-00921-8","Jansson, E; Besnier, F; Malde, K; Andre, C; Dahle, G; Glover, KA","Background: Marine fish populations are often characterized by high levels of gene flow and correspondingly low genetic divergence. This presents a challenge to define management units. Goldsinny wrasse (Ctenolabrus rupestris) is a heavily exploited species due to its importance as a cleaner-fish in commercial salmonid aquaculture. However, at the present, the population genetic structure of this species is still largely unresolved. Here, full-genome sequencing was used to produce the first genomic reference for this species, to study population-genomic divergence among four geographically distinct populations, and, to identify informative SNP markers for future studies. Results: After construction of a de novo assembly, the genome was estimated to be highly polymorphic and of similar to 600Mbp in size. 33,235 SNPs were thereafter selected to assess genomic diversity and differentiation among four populations collected from Scandinavia, Scotland, and Spain. GlobalF(ST)among these populations was 0.015-0.092. Approximately 4% of the investigated loci were identified as putative global outliers, and similar to 1% within Scandinavia. SNPs showing large divergence (F-ST > 0.15) were picked as candidate diagnostic markers for population assignment. One hundred seventy-three of the most diagnostic SNPs between the two Scandinavian populations were validated by genotyping 47 individuals from each end of the species' Scandinavian distribution range. Sixty-nine of these SNPs were significantly (p < 0.05) differentiated (meanF(ST_173_loci) = 0.065, F-ST_69_loci = 0.140). Using these validated SNPs, individuals were assigned with high probability (>= 94%) to their populations of origin. Conclusions: Goldsinny wrasse displays a highly polymorphic genome, and substantial population genomic structure. Diversifying selection likely affects population structuring globally and within Scandinavia. The diagnostic loci identified now provide a promising and cost-efficient tool to investigate goldsinny wrasse populations further.",2020,"assignment; ctenolabrus rupestris; marker validation; population genomics; resequencing; snp","Article","ISI","no",NA,NA
"Population genomics provides insights into the population structure and temperature-driven adaptation of Collichthys lucidus","10.1186/s12864-021-08045-8","Zhao, LL; Qu, FY; Song, N; Han, ZQ; Gao, TX; Zhang, ZH","Background Understanding the genetic structure and local adaptive evolutionary mechanisms of marine organisms is crucial for the management of biological resources. As the ecologically and commercially important small-sized shallow-sea fish, Collichthys lucidus plays a vital role in the structure and functioning of marine ecosystem processes. C. lucidus has been shown to have an obvious population structure. Therefore, it is an ideal candidate for investigating population differentiation and local adaptation under heterogeneous environmental pressure. Results A total of 184,708 high-quality single nucleotide polymorphisms (SNPs) were identified and applied to elucidate the fine-scale genetic structure and local thermal adaptation of 8 C. lucidus populations. Population structure analysis based on all SNPs indicated that the northern group and southern group of C. lucidus have a strong differentiation. Moreover, 314 SNPs were found to be significantly associated with temperature variation, and annotations of genes containing temperature-related SNPs suggested that genes were involved in material (protein, lipid, and carbohydrate) metabolism and immune responses. Conclusion The high genetic differentiation of 8 C. lucidus populations may have been caused by long-term geographic isolation during the glacial period. Moreover, we suspected that variation in these genes associated with material (protein, lipid, and carbohydrate) metabolism and immune responses was critical for adaptation to spatially heterogeneous temperatures in natural C. lucidus populations. In conclusion, this study could help us determine how C. lucidus populations will respond to future ocean temperature rising.",2021,"collichthys lucidus; genetic diversity; population structure; local adaptive; population genomics","Article","ISI","no",NA,NA
"Population structure, genetic connectivity, and adaptation in the Olympia oyster (Ostrea lurida) along the west coast of North America","10.1111/eva.12766","Silliman, K","Effective management of threatened and exploited species requires an understanding of both the genetic connectivity among populations and local adaptation. The Olympia oyster (Ostrea lurida), patchily distributed from Baja California to the central coast of Canada, has a long history of population declines due to anthropogenic stressors. For such coastal marine species, population structure could follow a continuous isolation-by-distance model, contain regional blocks of genetic similarity separated by barriers to gene flow, or be consistent with a null model of no population structure. To distinguish between these hypotheses in O. lurida, 13,424 single nucleotide polymorphisms (SNPs) were used to characterize rangewide population structure, genetic connectivity, and adaptive divergence. Samples were collected across the species range on the west coast of North America, from southern California to Vancouver Island. A conservative approach for detecting putative loci under selection identified 235 SNPs across 129 GBS loci, which were functionally annotated and analyzed separately from the remaining neutral loci. While strong population structure was observed on a regional scale in both neutral and outlier markers, neutral markers had greater power to detect fine-scale structure. Geographic regions of reduced gene flow aligned with known marine biogeographic barriers, such as Cape Mendocino, Monterey Bay, and the currents around Cape Flattery. The outlier loci identified as under putative selection included genes involved in developmental regulation, sensory information processing, energy metabolism, immune response, and muscle contraction. These loci are excellent candidates for future research and may provide targets for genetic monitoring programs. Beyond specific applications for restoration and management of the Olympia oyster, this study lends to the growing body of evidence for both population structure and adaptive differentiation across a range of marine species exhibiting the potential for panmixia. Computational notebooks are available to facilitate reproducibility and future open-sourced research on the population structure of O. lurida.",2019,"connectivity; genotype-by-sequencing; management recommendations; olympia oyster; outlier loci; population genomics","Article","ISI","no",NA,NA
"Genome-wide SNPs resolve spatiotemporal patterns of connectivity within striped marlin (Kajikia audax), a broadly distributed and highly migratory pelagic species","10.1111/eva.12892","Mamoozadeh, NR; Graves, JE; McDowell, JR","Genomic methodologies offer unprecedented opportunities for statistically robust studies of species broadly distributed in environments conducive to high gene flow, providing valuable information for wildlife conservation and management. Here, we sequence restriction site-associated DNA to characterize genome-wide single nucleotide polymorphisms (SNPs) in a broadly distributed and highly migratory large pelagic fish, striped marlin (Kajikia audax). Assessment of over 4,000 SNPs resolved spatiotemporal patterns of genetic connectivity throughout the species range in the Pacific and, for the first time, Indian oceans. Individual-based cluster analyses identified six genetically distinct populations corresponding with the western Indian, eastern Indian, western South Pacific, and eastern central Pacific oceans, as well as two populations in the North Pacific Ocean (F-ST = 0.0137-0.0819). F-ST outlier analyses identified a subset of SNPs (n = 59) putatively under the influence of natural selection and capable of resolving populations separated by comparatively high degrees of genetic differentiation. Temporal collections available for some regions demonstrated the stability of allele frequencies over three to five generations of striped marlin. Relative migration rates reflected lower levels of genetic connectivity between Indian Ocean populations (m(R) <= 0.37) compared with most populations in the Pacific Ocean (m(R) >= 0.57) and highlight the importance of the western South Pacific in facilitating gene flow between ocean basins. Collectively, our results provide novel insights into rangewide population structure for striped marlin and highlight substantial inconsistencies between genetically distinct populations and stocks currently recognized for fisheries management. More broadly, we demonstrate that species capable of longdistance dispersal in environments lacking obvious physical barriers to movement can display substantial population subdivision that persists over multiple generations and that may be facilitated by both neutral and adaptive processes. Importantly, surveys of genome-wide markers enable inference of population-level relationships using sample sizes practical for large pelagic fishes of conservation concern.",2020,"dart; genetic connectivity; highly migratory; large pelagic fish; population genomics; snps; striped marlin; temporal stability","Article","ISI","no",NA,NA
"Genome-wide SNP based population structure in European hake reveals the need for harmonizing biological and management units","10.1093/icesjms/fsz161","Leone, A; Alvarez, P; Garcia, D; Saborido-Rey, F; Rodriguez-Ezpeleta, N","Despite its economic importance, the population structure of the European hake, Merluccius merluccius, is unresolved, and the species is assessed based on two stocks (northern and southern) separated by the Capbreton Canyon. In order to shed light into the European hake population structure, we used Restriction-site-Associated DNA sequencing (RAD-seq) to discover and genotype thousands of genome-wide single nucleotide polymorphisms in more than a hundred samples. Our population genetic inferences confirm differentiation of Mediterranean and northeast Atlantic locations and reveal management relevant information within the latter. First, hake in the Norwegian Sea is genetically different from that of the rest of the locations under study and, second, samples from the eastern Bay of Biscay and the northwestern Iberian Peninsula are not genetically different. These results imply that samples from the northern stock belong to different genetic populations, and that samples belonging to locations included in the northern and southern stocks are part of a single genetically homogeneous population. Although the definition of the boundary between the northern and southern stocks and the potential need for additional stocks still requires further analyses, the mismatch between biological and management units should already be considered in further assessments of European hake.",2019,"european hake; fishery management; genetic connectivity; rad-seq; snps; stock delimitation","Article","ISI","no",NA,NA
"Comparing Pool-seq, Rapture, and GBS genotyping for inferring weak population structure: The American lobster (Homarus americanus) as a case study","10.1002/ece3.5240","Dorant, Y; Benestan, L; Rougemont, Q; Normandeau, E; Boyle, B; Rochette, R; Bernatchez, L","Unraveling genetic population structure is challenging in species potentially characterized by large population size and high dispersal rates, often resulting in weak genetic differentiation. Genotyping a large number of samples can improve the detection of subtle genetic structure, but this may substantially increase sequencing cost and downstream bioinformatics computational time. To overcome this challenge, alternative, cost-effective sequencing approaches, namely Pool-seq and Rapture, have been developed. We empirically measured the power of resolution and congruence of these two methods in documenting weak population structure in nonmodel species with high gene flow comparatively to a conventional genotyping-by-sequencing (GBS) approach. For this, we used the American lobster (Homarus americanus) as a case study. First, we found that GBS, Rapture, and Pool-seq approaches gave similar allele frequency estimates (i.e., correlation coefficient over 0.90) and all three revealed the same weak pattern of population structure. Yet, Pool-seq data showed F-ST estimates three to five times higher than GBS and Rapture, while the latter two methods returned similar F-ST estimates, indicating that individual-based approaches provided more congruent results than Pool-seq. We conclude that despite higher costs, GBS and Rapture are more convenient approaches to use in the case of species exhibiting very weak differentiation. While both GBS and Rapture approaches provided similar results with regard to estimates of population genetic parameters, GBS remains more cost-effective in project involving a relatively small numbers of genotyped individuals (e.g., <1,000). Overall, this study illustrates the complexity of estimating genetic differentiation and other summary statistics in complex biological systems characterized by large population size and migration rates.",2019,"gbs; homarus; marine genomics; pool-seq; population genetics; rapture","Article","ISI","no",NA,NA
"Population structure of Atlantic mackerel inferred from RAD-seq-derived SNP markers: effects of sequence clustering parameters and hierarchical SNP selection","10.1111/1755-0998.12518","Rodriguez-Ezpeleta, N; Bradbury, IR; Mendibil, I; Alvarez, P; Cotano, U; Irigoien, X","Restriction-site-associated DNA sequencing (RAD-seq) and related methods are revolutionizing the field of population genomics in nonmodel organisms as they allow generating an unprecedented number of single nucleotide polymorphisms (SNPs) even when no genomic information is available. Yet, RAD-seq data analyses rely on assumptions on nature and number of nucleotide variants present in a single locus, the choice of which may lead to an under-or overestimated number of SNPs and/or to incorrectly called genotypes. Using the Atlantic mackerel (Scomber scombrus L.) and a close relative, the Atlantic chub mackerel (Scomber colias), as case study, here we explore the sensitivity of population structure inferences to two crucial aspects in RAD-seq data analysis: the maximum number of mismatches allowed to merge reads into a locus and the relatedness of the individuals used for genotype calling and SNP selection. Our study resolves the population structure of the Atlantic mackerel, but, most importantly, provides insights into the effects of alternative RAD-seq data analysis strategies on population structure inferences that are directly applicable to other species.",2016,"atlantic mackerel; population structure; rad-seq; read merging parameters; snp; stacks","Article","ISI","no",NA,NA
"Genetic population structure and tools for the management of European sprat (Sprattus sprattus)","10.1093/icesjms/fsaa113","McKeown, NJ; Carpi, P; Silva, JF; Healey, AJE; Shaw, PW; van der Kooij, J","This study used RAD-seq-derived SNPs to explore population connectivity, local adaptation, and individual assignment in European sprat (Sprattus sprattus) and inform the alignment of management units with biological processes. F-ST, clustering, and outlier analyses support a genetically cohesive population spanning the Celtic Sea-English Channel-North Sea-Kattegat (NE Atlantic) region. The lack of structure among the NE Atlantic samples indicates connectivity across current management boundaries. However, the assumption of demographic panmixia is cautioned against unless verified by a multidisciplinary approach. The data confirm high genetic divergence of a Baltic population (average F-ST vs. NE Atlantic samples = 0.051) with signatures compatible with local adaptation in the form of outlier loci, some of which are shown to occur within exonic regions. The outliers permit diagnostic assignment of individuals between the NE Atlantic and Baltic populations and thus represent a reduced panel of markers for monitoring a potential mixed stock fishery within the western Baltic. Overall, this study provides information that may help refine spatial management boundaries of sprat and resources for genetic-assisted management.",2020,"fish; genomics; local adaptation; management; pelagic; population","Article","ISI","no",NA,NA
"Population genomic structure of the gelatinous zooplankton species Mnemiopsis leidyi in its nonindigenous range in the North Sea","10.1002/ece3.5468","Verwimp, C; Vansteenbrugge, L; Derycke, S; Kerkhove, T; Muylle, H; Honnay, O; Ruttink, T; Roldan-Ruiz, I; Hostens, K","Nonindigenous species pose a major threat for coastal and estuarine ecosystems. Risk management requires genetic information to establish appropriate management units and infer introduction and dispersal routes. We investigated one of the most successful marine invaders, the ctenophore Mnemiopsis leidyi, and used genotyping-by-sequencing (GBS) to explore the spatial population structure in its nonindigenous range in the North Sea. We analyzed 140 specimens collected in different environments, including coastal and estuarine areas, and ports along the coast. Single nucleotide polymorphisms (SNPs) were called in approximately 40 k GBS loci. Population structure based on the neutral SNP panel was significant (F-ST .02; p < .01), and a distinct genetic cluster was identified in a port along the Belgian coast (Ostend port; pairwise F-ST .02-.04; p < .01). Remarkably, no population structure was detected between geographically distant regions in the North Sea (the Southern part of the North Sea vs. the Kattegat/Skagerrak region), which indicates substantial gene flow at this geographical scale and recent population expansion of nonindigenous M. leidyi. Additionally, seven specimens collected at one location in the indigenous range (Chesapeake Bay, USA) were highly differentiated from the North Sea populations (pairwise F-ST .36-.39; p < .01). This study demonstrates the utility of GBS to investigate fine-scale population structure of gelatinous zooplankton species and shows high population connectivity among nonindigenous populations of this recently introduced species in the North Sea. OPEN RESEARCH BADGES This article has earned an Open Data Badge for making publicly available the digitally-shareable data necessary to reproduce the reported results. The data is available at: The DNA sequences generated for this study are deposited in the NCBI sequence read archive under SRA accession numbers -, and will be made publically available upon publication of this manuscript.",2020,"genotyping-by-sequencing; invasion biology; mnemiopsis leidyi; population differentiation; population genomics; single nucleotide polymorphisms","Article","ISI","no",NA,NA
"RADseq analyses reveal concordant Indian Ocean biogeographic and phylogeographic boundaries in the reef fish Dascyllus trimaculatus","10.1098/rsos.172413","Salas, EM; Bernardi, G; Berumen, ML; Gaither, MR; Rocha, LA","Population genetic analysis is an important tool for estimating the degree of evolutionary connectivity in marine organisms. Here, we investigate the population structure of the three-spot damselfish Dascyllus trimaculatus in the Red Sea, Arabian Sea and Western Indian Ocean, using 1174 single nucleotide polymorphisms (SNPs). Neutral loci revealed a signature of weak genetic differentiation between the Northwestern (Red Sea and Arabian Sea) and Western Indian Ocean biogeographic provinces. Loci potentially under selection (outlier loci) revealed a similar pattern but with a much stronger signal of genetic structure between regions. The Oman population appears to be genetically distinct from all other populations included in the analysis. While we could not clearly identify the mechanisms driving these patterns (isolation, adaptation or both), the datasets indicate that population-level divergences are largely concordant with biogeographic boundaries based on species composition. Our data can be used along with genetic connectivity of other species to identify the common genetic breaks that need to be considered for the conservation of biodiversity and evolutionary processes in the poorly studied Western Indian Ocean region.",2019,"population genomics; outlier loci; connectivity; indian ocean; red sea; dascyllus trimaculatus","Article","ISI","no",NA,NA
"Population genetic structure of the deep-sea mussel Bathymodiolus platifrons (Bivalvia: Mytilidae) in the Northwest Pacific","10.1111/eva.12696","Xu, T; Sun, J; Watanabe, HK; Chen, C; Nakamura, M; Ji, RB; Feng, D; Lv, J; Wang, S; Bao, ZM; Qian, PY; Qiu, JW","Studying population genetics of deep-sea animals helps us understand their history of habitat colonization and population divergence. Here, we report a population genetic study of the deep-sea mussel Bathymodiolus platifrons (Bivalvia: Mytilidae) widely distributed in chemosynthesis-based ecosystems in the Northwest Pacific. Three mitochondrial genes (i.e., atp6, cox1, and nad4) and 6,398 genomewide single nucleotide polymorphisms (SNPs) were obtained from 110 individuals from four hydrothermal vents and two methane seeps. When using the three mitochondrial genes, nearly no genetic differentiation was detected for B. platifrons in the Northwest Pacific. Nevertheless, when using SNP datasets, all individuals in the South China Sea (SCS) and three individuals in Sagami Bay (SB) together formed one genetic cluster that was distinct from the remaining individuals. Such genetic divergence indicated a genetic barrier to gene flow between the SCS and the open Northwest Pacific, resulting in the co-occurrence of two cryptic semi-isolated lineages. When using 125 outlier SNPs identified focusing on individuals in the Okinawa Trough (OT) and SB, a minor genetic subdivision was detected between individuals in the southern OT (S-OT) and those in the middle OT (M-OT) and SB. This result indicated that, although under the influence of the Kuroshio Current and the North Pacific Intermediate Water, subtle geographic barriers may exist between the S-OT and the M-OT. Introgression analyses based on these outlier SNPs revealed that Hatoma Knoll in the S-OT represents a possible contact zone for individuals in the OT-SB region. Furthermore, migration dynamic analyses uncovered stronger gene flow from Dai-yon Yonaguni Knoll in the S-OT to the other local populations, compared to the reverse directions. Taken together, the present study offered novel perspectives on the genetic connectivity of B. platifrons mussels, revealing the potential interaction of ocean currents and geographic barriers with adaption and reproductive isolation in shaping their migration patterns and genetic differentiation in the Northwest Pacific.",2018,"bathymodiolus; deep-sea; genetic structure; introgression; migration patterns; mitochondrial genes; population connectivity; rad-seq","Article","ISI","no",NA,NA
"Genomewide evidence of environmentally mediated secondary contact of European green crab (Carcinus maenas) lineages in eastern North America","10.1111/eva.12601","Jeffery, NW; Bradbury, IR; Stanley, RRE; Wringe, BF; Van Wyngaarden, M; Ben Lowen, J; McKenzie, CH; Matheson, K; Sargent, PS; DiBacco, C","Genetic-environment associations are increasingly revealed through population genomic data and can occur through a number of processes, including secondary contact, divergent natural selection, or isolation by distance. Here, we investigate the influence of the environment, including seasonal temperature and salinity, on the population structure of the invasive European green crab (Carcinus maenas) in eastern North America. Green crab populations in eastern North America are associated with two independent invasions, previously shown to consist of distinct northern and southern ecotypes, with a contact zone in southern Nova Scotia, Canada. Using a RAD-seq panel of 9,137 genomewide SNPs, we detected 41 SNPs (0.49%) whose allele frequencies were highly correlated with environmental data. A principal components analysis of 25 environmental variables differentiated populations into northern, southern, and admixed sites in concordance with the observed genomic spatial structure. Furthermore, a spatial principal components analysis conducted on genomic and geographic data revealed a high degree of global structure (p<.0001) partitioning a northern and southern ecotype. Redundancy and partial redundancy analyses revealed that among the environmental variables tested, winter sea surface temperature had the strongest association with spatial structuring, suggesting that it is an important factor defining range and expansion limits of each ecotype. Understanding environmental thresholds associated with intraspecific diversity will facilitate the ability to manage current and predict future distributions of this aquatic invasive species.",2018,"carcinus maenas; european green crab; invasive species; rad-seq; seascape genetics","Article","ISI","no",NA,NA
"Genome-wide SNPs reveal complex fine scale population structure in the California market squid fishery (Doryteuthis opalescens)","10.1007/s10592-020-01321-2","Cheng, SH; Gold, M; Rodriguez, N; Barber, PH","Understanding the extent and distribution of population structure and genetic connectivity of fisheries targets are crucial for informing management. This study uses population genomics to examine patterns of genetic structure of the market squid (Doryteuthis opalescens), one of the most important commercially harvested species in California. Data from 662 single nucleotide polymorphism (SNP) loci from a total of 149 individuals representing five monthly sampling groups (May-September 2014) in the Northern (Monterey) and Southern (Southern California) regions of the fishery (n = 8) revealed no significant genetic differentiation between regions (FST = 0.008, p > 0.05, FCT = - 0.006, p > 0.05). However, discriminant analysis of principal components and pairwise comparisons of genetic differentiation revealed unexpected complex patterns of fine-scale population structure over time. These results suggest the existence of smaller potentially genetically varied micro-cohorts that continually spawn in California, as opposed to the prevailing notion that spawning occurs in two asynchronous peaks in the Northern and Southern regions of the fishery, with important implications for fisheries management.",2021,"population genomics; fisheries; squid; connectivity; doryteuthis opalescens","Article","ISI","no",NA,NA
"Strong population differentiation in lingcod (Ophiodon elongatus) is driven by a small portion of the genome","10.1111/eva.13037","Longo, GC; Lam, L; Basnett, B; Samhouri, J; Hamilton, S; Andrews, K; Williams, G; Goetz, G; McClure, M; Nichols, KM","Delimiting intraspecific genetic variation in harvested species is crucial to the assessment of population status for natural resource management and conservation purposes. Here, we evaluated genetic population structure in lingcod (Ophiodon elongatus), a commercially and recreationally important fishery species along the west coast of North America. We used 16,749 restriction site-associated DNA sequencing (RADseq) markers, in 611 individuals collected from across the bulk of the species range from Southeast Alaska to Baja California, Mexico. In contrast to previous population genetic work on this species, we found strong evidence for two distinct genetic clusters. These groups separated latitudinally with a break near Point Reyes off Northern California, and there was a high frequency of admixed individuals in close proximity to the break. F-statistics corroborate this genetic break between northern and southern sampling sites, although most loci are characterized by low F(ST)values, suggesting high gene flow throughout most of the genome. Outlier analyses identified 182 loci putatively under divergent selection, most of which mapped to a single genomic region. When individuals were grouped by cluster assignment (northern, southern, and admixed), 71 loci were fixed between the northern and southern cluster, all of which were identified in the outlier scans. All individuals identified as admixed exhibited near 50:50 assignment to northern and southern clusters and were heterozygous for most fixed loci. Alignments of RADseq loci to a draft lingcod genome assembly and three other teleost genomes with chromosome-level assemblies suggest that outlier and fixed loci are concentrated on a single chromosome. Similar genomic patterns have been attributed to chromosomal inversions in diverse taxonomic groups. Regardless of the evolutionary mechanism, these results represent novel observations of genetic structure in lingcod and designate clear evolutionary units that could be used to inform fisheries management.",2020,"fisheries management; heterogeneous genomic divergence; latitudinal cline; northeast pacific ocean; population genomics; rad sequencing","Article","ISI","no",NA,NA
"Genome-wide analysis reveals the genetic stock structure of hoki (Macruronus novaezelandiae)","10.1111/eva.13317","Koot, E; Wu, C; Ruza, I; Hilario, E; Storey, R; Wells, R; Chagne, D; Wellenreuther, M","The assessment of the genetic structuring of biodiversity is crucial for management and conservation. This is particularly critical for widely distributed and highly mobile deep-water teleosts, such as hoki (Macruronus novaezelandiae). This species is significant to Maori people and supports the largest commercial fishery in New Zealand, but uncertainty about its stock structure presents a challenge for management. Here, we apply a comprehensive genomic analysis to shed light on the demographic structure of this species by (1) assembling the genome, (2) generating a catalogue of genome-wide SNPs to infer the stock structure and (3) identifying regions of the genome under selection. The final genome assembly used short and long reads and is near complete, representing 93.8% of BUSCO genes, and consisting of 566 contigs totalling 501 Mb. Whole-genome re-sequencing of 510 hoki sampled from 14 locations around New Zealand and Australia, at a read depth greater than 10x, produced 227,490 filtered SNPs. Analyses of these SNPs were able to resolve the stock structure of hoki into two genetically and geographically distinct clusters, one including the Australian and the other one all New Zealand locations, indicating genetic exchange between these regions is limited. Location differences within New Zealand samples were much more subtle (global F-ST = 0.0006), and while small and significant differences could be detected, they did not conclusively identify additional substructures. Ten putative adaptive SNPs were detected within the New Zealand samples, but these also did not geographically partition the dataset further. Contemporary and historical N-e estimation suggest the current New Zealand population of hoki is large yet declining. Overall, our study provides the first genomic resources for hoki and provides detailed insights into the fine-scale population genetic structure to inform the management of this species.",2021,"genomics; hoki; macruronus; population; single nucleotide polymorphism; stock structure","Article","ISI","no",NA,NA
"Genomic signatures of evolution in Nautilus-An endangered living fossil","10.1111/mec.14344","Combosch, DJ; Lemer, S; Ward, PD; Landman, NH; Giribet, G","Living fossils are survivors of previously more diverse lineages that originated millions of years ago and persisted with little morphological change. Therefore, living fossils are model organisms to study both long-term and ongoing adaptation and speciation processes. However, many aspects of living fossil evolution and their persistence in the modern world remain unclear. Here, we investigate three major aspects of the evolutionary history of living fossils: cryptic speciation, population genetics and effective population sizes, using members of the genera Nautilus and Allonautilus as classic examples of true living fossils. For this, we analysed genome-wide ddRAD-Seq data for all six currently recognized nautiloid species throughout their distribution range. Our analyses identified three major allopatric Nautilus clades: a South Pacific clade, subdivided into three subclades with no signs of admixture between them; a Coral Sea clade, consisting of two genetically distinct populations with significant admixture; and a widespread Indo-Pacific clade, devoid of significant genetic substructure. Within these major clades, we detected five Nautilus groups, which likely correspond to five distinct species. With the exception of Nautilus macromphalus, all previously described species are at odds with genome-wide data, testifying to the prevalence of cryptic species among living fossils. Detailed FST analyses further revealed significant genome-wide and locus-specific signatures of selection between species and differentiated populations, which is demonstrated here for the first time in a living fossil. Finally, approximate Bayesian computation (ABC) simulations suggest large effective population sizes, which may explain the low levels of population differentiation commonly observed in living fossils.",2017,"ddrad-seq; evolutionary genomics; mollusca; nautilus; phylogenetics; population genetics","Article","ISI","no",NA,NA
