"Title","DOI","Authors","Abstract","Year","Keywords","Type","database"
"Next-generation transcriptome profiling reveals insights into genetic factors contributing to growth differences and temperature adaptation in Australian populations of barramundi (Lates calcarifer)","10.1016/j.margen.2013.07.002","Newton, JR; Zenger, KR; Jerry, DR","Identification of genetically-regulated adaptation in fish is a precursor to understanding how populations will respond to future climate induced stressors like temperature. Australian populations of barramundi (Lates calcarifer) show strong evidence of local adaptation to temperature. However, the phenotypic consequences of this adaptation are unknown and the genetic mechanisms underlying this response are poorly understood. In the current study, two populations of barramundi from temperature extremes of the species Australian distribution were communally reared at cool (22 degrees C), control (28 degrees C) and hot (36 degrees C) water temperatures for 3.5 months. Southern populations of barramundi originating from a cooler environment grew significantly faster at 22 degrees C than northern populations of warm adapted barramundi. However, no difference in population growth was present at either 28 degrees C or 36 degrees C. The underlying transcriptome profile of barramundi was examined via Illumina mRNA deep sequencing to determine the major contributing gene categories giving rise to phenotypic differences in barramundi population growth. Gene ontology (GO) analysis revealed enrichment in categories relating to the regulation of peptidase activity as well as microtubule, cytoplasmic and cellular metabolic based processes. Further analysis of the GO category microtubule based process with associated genes from the response to stress category revealed an apparent re-organization of cytoskeletal elements in response to an induced cold stress in northern barramundi reared at 22 degrees C, when compared with northern barramundi reared at 36 degrees C. Between southern barramundi and northern barramundi reared at 36 degrees C, an analysis of the endopeptidase inhibitor activity GO category in conjunction with stress genes indicated a suppression of the complement system in southern barramundi along with an increase in the cellular stress response. The results of the present study show that southern populations of barramundi exhibit underlying molecular adaptation to cooler water temperatures, but still retain a tolerance for warm water temperatures. Furthermore, GO profiling has revealed groups of genes that underlie population differences in temperature tolerance as a means to prioritize the analysis of differential gene expression in studies of local adaptation in the future. Crown Copyright (C) 2013 Published by Elsevier B.V. All rights reserved.",2013,"local adaptation; gene expression; temperature tolerance; gene ontology; next-gen sequencing; fish","Article","ISI"
"Neutral and adaptive population structure of pink abalone (Haliotis corrugata): fishery management implications","10.1093/icesjms/fsab098","Mares-Mayagoitia, JA; De-Anda-Montanez, JA; Perez-Enriquez, R; Mejia-Ruiz, P; Gutierrez-Gonzalez, JL; Valenzuela-Quinonez, F","The accurate definition of population units (stocks) and local adaptation are the cornerstones of fishery management. Unfortunately, this knowledge is unknown mainly for abalone species in the Northeast Pacific, where stocks have failed to recover. The pink abalone (Haliotis corrugata) is a fishing resource on the western coast of the Baja California Peninsula (BCP) and is currently catalogued as diminished with a recovery trending pattern. This research determined if the biological units matched the administrative and stock assessment units along the west coast of the BCP and the implications for fishery management. To test this hypothesis, a double digest restriction site-associated DNA sequencing approach was used to generate 1 733 neutral and 6 putative outlier loci for population genomic analysis. Neutral markers detected a smooth partition in two regional groups, the southern (San Juanico, La Bocana, Bahia Asuncion, Puerto Escondido, Punta Eugenia, and Natividad Island) and northern regions (Cedros Island, Faro San Jose, San Jeronimo Island, and Guadalupe Island). Putative outlier loci indicated evident differentiation of those groups. The population subdivision at 28 degrees latitude with both marker types was related to a biogeographic boundary. Results did not support the current administrative zones of pink abalone fisheries and contrasted with genetic homogeneity reports in the region.",2021,"ddrad; haliotis corrugata; pink abalone; population genomics","Article","ISI"
"Genomic variation among populations of threatened coral: Acropora cervicornis","10.1186/s12864-016-2583-8","Drury, C; Dale, KE; Panlilio, JM; Miller, SV; Lirman, D; Larson, EA; Bartels, E; Crawford, DL; Oleksiak, MF","Background: Acropora cervicornis, a threatened, keystone reef-building coral has undergone severe declines (>90 %) throughout the Caribbean. These declines could reduce genetic variation and thus hamper the species' ability to adapt. Active restoration strategies are a common conservation approach to mitigate species' declines and require genetic data on surviving populations to efficiently respond to declines while maintaining the genetic diversity needed to adapt to changing conditions. To evaluate active restoration strategies for the staghorn coral, the genetic diversity of A. cervicornis within and among populations was assessed in 77 individuals collected from 68 locations along the Florida Reef Tract (FRT) and in the Dominican Republic. Results: Genotyping by Sequencing (GBS) identified 4,764 single nucleotide polymorphisms (SNPs). Pairwise nucleotide differences (p) within a population are large (similar to 37 %) and similar to p across all individuals. This high level of genetic diversity along the FRT is similar to the diversity within a small, isolated reef. Much of the genetic diversity (> 90 %) exists within a population, yet GBS analysis shows significant variation along the FRT, including 300 SNPs with significant F-ST values and significant divergence relative to distance. There are also significant differences in SNP allele frequencies over small spatial scales, exemplified by the large F-ST values among corals collected within Miami-Dade county. Conclusions: Large standing diversity was found within each population even after recent declines in abundance, including significant, potentially adaptive divergence over short distances. The data here inform conservation and management actions by uncovering population structure and high levels of diversity maintained within coral collections among sites previously shown to have little genetic divergence. More broadly, this approach demonstrates the power of GBS to resolve differences among individuals and identify subtle genetic structure, informing conservation goals with evolutionary implications.",2016,"genotyping by sequencing; coral reefs; population genomics; restoration genetics; florida reef tract","Article","ISI"
"A phylogenomic perspective on diversity, hybridization and evolutionary affinities in the stickleback genus Pungitius","10.1111/mec.15204","Guo, BC; Fang, BH; Shikano, T; Momigliano, P; Wang, C; Kravchenko, A; Merila, J","Hybridization and convergent evolution are phenomena of broad interest in evolutionary biology, but their occurrence poses challenges for reconstructing evolutionary affinities among affected taxa. Sticklebacks in the genus Pungitius are a case in point: evolutionary relationships and taxonomic validity of different species and populations in this circumpolarly distributed species complex remain contentious due to convergent evolution of traits regarded as diagnostic in their taxonomy, and possibly also due to frequent hybridization among taxa. To clarify the evolutionary relationships among different Pungitius species and populations globally, as well as to study the prevalence and extent of introgression among recognized species, genomic data sets of both reference genome-anchored single nucleotide polymorphisms and de novo assembled RAD-tag loci were constructed with RAD-seq data. Both data sets yielded topologically identical and well-supported species trees. Incongruence between nuclear and mitochondrial DNA-based trees was found and suggested possibly frequent hybridization and mitogenome capture during the evolution of Pungitius sticklebacks. Further analyses revealed evidence for frequent nuclear genetic introgression among Pungitius species, although the estimated proportions of autosomal introgression were low. Apart from providing evidence for frequent hybridization, the results challenge earlier mitochondrial and morphology-based hypotheses regarding the number of species and their affinities in this genus: at least seven extant species can be recognized on the basis of genetic data. The results also shed new light on the biogeographical history of the Pungitius-complex, including suggestion of several trans-Arctic invasions of Europe from the Northern Pacific. The well-resolved phylogeny should facilitate the utility of this genus as a model system for future comparative evolutionary studies.",2019,"biogeography; gasterosteidae; introgression; phylogenomics; rad-seq","Article","ISI"
"Ancient chromosomal rearrangement associated with local adaptation of a postglacially colonized population of Atlantic Cod in the northwest Atlantic","10.1111/mec.14442","Sinclair-Waters, M; Bradbury, IR; Morris, CJ; Lien, S; Kent, MP; Bentzen, P","Intraspecific diversity is central to the management and conservation of exploited species, yet knowledge of how this diversity is distributed and maintained in the genome of many marine species is lacking. Recent advances in genomic analyses allow for genome-wide surveys of intraspecific diversity and offer new opportunities for exploring genomic patterns of divergence. Here, we analysed genome-wide polymorphisms to measure genetic differentiation between an offshore migratory and a nonmigratory population and to define conservation units of Atlantic Cod (Gadus morhua) in coastal Labrador. A total of 141 individuals, collected from offshore sites and from a coastal site within Gilbert Bay, Labrador, were genotyped using an similar to 11ksingle nucleotide polymorphism array. Analyses of population structure revealed strong genetic differentiation between migratory offshore cod and nonmigratory Gilbert Bay cod. Genetic differentiation was elevated for loci within a chromosomal rearrangement found on linkage group 1 (LG1) that coincides with a previously found double inversion associated with migratory and nonmigratory ecotype divergence of cod in the northeast Atlantic. This inverted region includes several genes potentially associated with adaptation to differences in salinity and temperature, as well as influencing migratory behaviour. Our work provides evidence that a chromosomal rearrangement on LG1 is associated with parallel patterns of divergence between migratory and nonmigratory ecotypes on both sides of the Atlantic Ocean.",2018,"atlantic cod; chromosomal rearrangement; conservation units; local adaptation; population divergence; single nucleotide polymorphism","Article","ISI"
"Detecting genotypic changes associated with selective mortality at sea in Atlantic salmon: polygenic multilocus analysis surpasses genome scan","10.1111/mec.12798","Bourret, V; Dionne, M; Bernatchez, L","Wild populations of Atlantic salmon have declined worldwide. While the causes for this decline may be complex and numerous, increased mortality at sea is predicted to be one of the major contributing factors. Examining the potential changes occurring in the genome-wide composition of populations during this migration has the potential to tease apart some of the factors influencing marine mortality. Here, we genotyped 5568 SNPs in Atlantic salmon populations representing two distinct regional genetic groups and across two cohorts to test for differential allelic and genotypic frequencies between juveniles (smolts) migrating to sea and adults (grilses) returning to freshwater after 1 year at sea. Given the complexity of the traits potentially associated with sea mortality, we contrasted the outcomes of a single-locus FST based genome scan method with a new multilocus framework to test for genetically based differential mortality at sea. While numerous outliers were identified by the single-locus analysis, no evidence for parallel, temporally repeated selection was found. In contrast, the multilocus approach detected repeated patterns of selection for a multilocus group of 34 covarying SNPs in one of the two populations. No significant pattern of selective mortality was detected in the other population, suggesting different causes of mortality among populations. These results first support the hypothesis that selection mainly causes small changes in allele frequencies among many covarying loci rather than a small number of changes in loci with large effects. They also point out that moving away from the a strict 'selective sweep paradigm' towards a multilocus genetics framework may be a more useful approach for studying the genomic signatures of natural selection on complex traits in wild populations.",2014,"conservation; local adaptation; mortality at sea; salmonids; single nucleotide polymorphism","Article","ISI"
"Comparison between parapatric mangrove sister species revealed higher photochemical efficiency in subtropical than tropical coastal vegetation under chilling stress","10.1016/j.aquabot.2020.103323","Short, AW; Chen, RJ; Wee, AKS","The distribution range of coastal plants with widespread marine seed dispersal across latitudes is often limited by their ecological adaptation to narrow temperature ranges. Such a narrow temperature range is a tradeoff between maintaining productivity at lower temperatures, and the ability to compete with more rapidly-growing species at higher temperatures. Kandelia candel and Kandelia obovata are sister mangrove species that display geographic divergence, with K. obovata being largely subtropical and K. candel being exclusively tropical. We leveraged on the parapatric distribution of these species to study the relationship between chilling tolerance and species distribution. Specifically, we compared the photochemical efficiency of photosystem II values of northern and southern populations of these species under chilling conditions. Kandelia obovata maintained significantly higher photochemical efficiency under chilling and more quickly recovered to pre-chilling levels than K. candel. Furthermore, the northern population of K. obovata maintained significantly higher photochemical efficiency than the southern population under chilling, while no intra-specific differences in chilling tolerance were found between K. candel populations. Hence, K. obovata is better adapted to the minimum temperatures encountered in the subtropics than K. candel, with populations at higher latitudes displaying higher chilling tolerance. These results underscore the importance of adaptation to different temperature brackets to the divergence of K. obovata and K. candel, and hint at the role of photosynthetic efficiency as a driving force behind the geographic divergence and speciation of coastal vegetation.",2021,"mangroves; chilling stress; geographic distribution; kandelia candel; kandelia obovate; speciation; local adaptation","Article","ISI"
"Hierarchical biogeographical processes largely explain the genomic divergence pattern in a species complex of sea anemones (Metridioidea: Sagartiidae: Anthothoe)","10.1016/j.ympev.2018.05.022","Spano, CA; Haussermann, V; Acuna, FH; Griffiths, C; Seeb, LW; Gomez-Uchida, D","The phylogenetic resolution provided by genome-wide data has demonstrated the usefulness of RAD sequencing to tackle long-standing taxonomic questions. Cnidarians have recently become a model group in this regard, yet species delimitation analyses have been mostly performed in octocorals. In this study, we used RAD sequencing to test the species hypotheses in a wide-spread complex of sea anemones (genus Anthothoe), contrasting this new line of evidence with their current classification. The alternative hypotheses were tested using a Bayes Factors delimitation method, and the most probable species tree was then evaluated under different biogeographic scenarios. Our results decisively rejected the current morphology-informed delimitation model and infer the presence of several cryptic species associated with distinct marine ecoregions. This spatial pattern was remarkably consistent throughout the study, highlighting the role of geographic distribution as a powerful explanatory variable of lineages diversification. The southern Gondwana pattern with episodic, jump dispersal events is the biogeographic historical representation that best fits the Anthothoe species tree. The high population differentiation possibly amplified by the occurrence of asexual reproduction makes it difficult to identify genes responsible for local adaptation, however, these seem to be mainly associated with cellular and metabolic processes. We propose a new set of species hypotheses for the Southern Hemispheric Anthothoe Glade, based on the pronounced genomic divergence observed among lineages. Although the link between the genetic and phenotypic differentiation remains elusive, newer sequencing technologies are bringing us closer to understanding the evolution of sea anemone diversity and, therefore, how to appropriately classify them.",2018,"rad sequencing; species delimitation; anthothoe; actiniaria; southern gondwana pattern; local adaptation","Article","ISI"
"Bioinformatic processing of RAD-seq data dramatically impacts downstream population genetic inference","10.1111/2041-210X.12700","Shafer, ABA; Peart, CR; Tusso, S; Maayan, I; Brelsford, A; Wheat, CW; Wolf, JBW","1. Restriction site-associated DNA sequencing (RAD-seq) provides high-resolution population genomic data at low cost, and has become an important component in ecological and evolutionary studies. As with all high-throughput technologies, analytic strategies require critical validation to ensure precise and unbiased interpretation. 2. To test the impact of bioinformatic data processing on downstream population genetic inferences, we analysed mammalian RAD-seq data (>100 individuals) with 312 combinations of methodology (de novo vs. mapping to references of increasing divergence) and filtering criteria (missing data, HWE, F-IS, coverage, mapping and genotype quality). In an effort to identify commonalities and biases in all pipelines, we computed summary statistics (nr. loci, nr. SNP, pi, Het(obs), F-IS, F-ST, N-e and m) and compared the results to independent null expectations (isolation-by-distance correlation, expected transition-to-transversion ratio T-s/T-v and Mendelian mismatch rates of known parent-offspring trios). 3. We observed large differences between reference-based and de novo approaches, the former generally calling more SNPs and reducing F-IS and T-s/T-v. Data completion levels showed little impact on most summary statistics, and FST estimates were robust across all pipelines. The site frequency spectrum was highly sensitive to the chosen approach as reflected in large variance of parameter estimates across demographic scenarios (single-population bottlenecks and isolation-with-migration model). Null expectations were best met by reference-based approaches, although contingent on the specific criteria. 4. We recommend that RAD-seq studies employ reference-based approaches to a closely related genome, and due to the high stochasticity associated with the pipeline advocate the use of multiple pipelines to ensure robust population genetic and demographic inferences.",2017,"bioinformatics; gbs; genotyping by sequencing; population genetics; rad-seq","Article","ISI"
"Explaining communities' adaptation strategies for coastal flood risk: Vulnerability and institutional factors","10.1111/jfr3.12646","Chang, SE; Yip, JZK; Conger, T; Oulahen, G; Gray, E; Marteleira, M","Increasing coastal flood risk has prompted a proliferation of cities that are adopting risk reduction and adaptation tools. This article inquires into what types of tools local governments tend to adopt for managing coastal flood risk and the factors that may be influencing these choices; in particular, factors related to hazard vulnerability and institutional capacity. Focusing on 40 diverse coastal communities in a study region in Canada, the study utilised data from the communities' Official Community Plans to characterise their approaches to managing coastal flood risk in terms of land use regulations, construction specifications, and/or structural flood protection tools. The data revealed considerable diversity in the portfolio of tools that the communities have adopted. Tool adoption was found to correlate strongly with hazard vulnerability; that is, communities with similar physical and socio-economic vulnerability conditions tended to take similar adaptation actions. For example, established communities with highly urbanised coastlines tended to rely on structural flood protection while suburban communities with semi-developed coastlines predominantly utilised land use regulations. Institutional factors such as resource availability and local leadership, which were operationalised using survey data, exhibited surprisingly little correlation with the types of tools that communities adopted.",2020,"adaptation; coastal flooding; community; institutional capacity; land use; local government; structural flood protection; vulnerability","Article","ISI"
"PMERGE: Computational filtering of paralogous sequences from RAD-seq data","10.1002/ece3.4219","Ravindran, PN; Bentzen, P; Bradbury, IR; Beiko, RG","Restriction-site associated DNA sequencing (RAD-seq) can identify and score thousands of genetic markers from a group of samples for population-genetics studies. One challenge of de novo RAD-seq analysis is to distinguish paralogous sequence variants (PSVs) from true single-nucleotide polymorphisms (SNPs) associated with orthologous loci. In the absence of a reference genome, it is difficult to differentiate true SNPs from PSVs, and their impact on downstream analysis remains unclear. Here, we introduce a network-based approach, PMERGE that connects fragments based on their DNA sequence similarity to identify probable PSVs. Applying our method to de novo RAD-seq data from 150 Atlantic salmon (Salmo salar) samples collected from 15 locations across the Southern Newfoundland coast allowed the identification of 87% of total PSVs identified through alignment to the Atlantic salmon genome. Removal of these paralogs altered the inferred population structure, highlighting the potential impact of filtering in RAD-seq analysis. PMERGE is also applied to a green crab (Carcinus maenas) data set consisting of 242 samples from 11 different locations and was successfully able to identify and remove the majority of paralogous loci (62%). The PMERGE software can be run as part of the widely used Stacks analysis package.",2018,"atlantic salmon; paralogous sequence variants; rad-seq","Article","ISI"
"Impacts of fragment genotype, habitat, and size on outplanted elkhorn coral success under thermal stress","10.3354/meps12488","Pausch, RE; Williams, DE; Miller, MW","Active coral restoration through coral 'gardening' aims to remediate some of the drastic coral cover lost on Caribbean reefs, with increasing attention to the imperiled, iconic foundation species elkhorn coral Acropora palmata. We documented 2 experiments quantifying effects of A. palmata outplant characteristics and habitat on outplant success. Two thermal stress events (summer 2014 and 2015) occurred while the experiments were underway and thus lend insight into environmental interactions and coral restoration outcomes under projected thermal regimes. In the first experiment comparing 2 size classes of a single genotype, smaller fragments produced significantly more live tissue area, experienced less bleaching, and demonstrated equal survivorship compared to larger fragments. The second experiment compared 4 genotypes outplanted to both fore reef and mid-channel patch reef habitats. Genotypes varied significantly in survivorship, bleaching severity, and net change in size, with one (CN2g) performing well in all 3 metrics, and another (SLg) exhibiting poor survivorship, the most bleaching, and smaller changes in size. Overall, bleaching was less severe and survivorship less varied between genotypes in fore reef versus patch reef habitats. Fragments returned to the site of genotype origin did not consistently outperform 'foreign' genotypes from a different habitat type. Recognizing unique attributes associated with size and specific genotypes may improve the efficacy of active coral restoration in the face of future climate scenarios.",2018,"acropora palmata; genet; bleaching; transplant; local adaptation; florida keys","Article","ISI"
"Understanding connectivity of pearl oyster populations within Tuamotu atoll semi-closed lagoons: Cumulative insight from genetics and biophysical modelling approaches","10.1016/j.marpolbul.2021.112324","Andrefouet, S; Le Gendre, R; Thomas, Y; Lo-Yat, A; Reisser, CMO","Connectivity affects species demography, (meta)population dynamics, evolution, phylogeny and biogeography. Various methodological approaches are applied to measure connectivity. Biophysical modelling can explore systematically the influence of atmospheric, oceanic and ecological forcing, while genetics measures connectivity patterns within the sampling strategy limit. In the Pacific Ocean pearl farming lagoons, the activity relies on spat collecting of the black lipped pearl oyster Pinctada margaritifera occurring after the larval dispersal phase, which follows spawning from wild or farmed populations. Biophysical 3D modelling and genomic studies have both separately brought insights on within-lagoon connectivity and on the origin of spats. Here, we combined previous genetics results with new realistic biophysical modelling scenarios to elucidate connectivity in Ahe Atoll lagoon. When combined, we identified the weather sequence likely explaining the realized connectivity observations. We discuss the strengths, weaknesses, opportunities and threats of combining these two approaches considering specific pearl farming demographic connectivity questions.",2021,"connectivity matrix; population genomics; lagoon hydrodynamics; dispersal modelling; pinctada margaritifera","Article","ISI"
"Patterns of phenotypic plasticity and local adaptation in the wide elevation range of the alpine plant Arabis alpina","10.1111/1365-2745.12955","de Villemereuil, P; Mouterde, M; Gaggiotti, OE; Till-Bottraud, I","1. Local adaptation and phenotypic plasticity are two important characteristics of alpine plants to overcome the threats caused by global changes. Among alpine species, Arabis alpina is characterised by an unusually wide altitudinal amplitude, ranging from 800 to 3,100 m of elevation in the French Alps. Two non-exclusive hypotheses can explain the presence of A. alpina across this broad ecological gradient: adaptive phenotypic plasticity or local adaptation, making this species especially useful to better understand these phenomena in alpine plant species. 2. We carried out common garden experiments at two different elevations with maternal progenies from six sites that differed in altitude. We showed that (1) key phenotypic traits (morphotype, total fruit length, growth, height) display significant signs of local adaptation, (2) most traits studied are characterised by a high phenotypic plasticity between the two experimental gardens and (3) the two populations from the highest elevations lacked morphological plasticity compared to the other populations. 3. By combining two genome scan approaches (detection of selection and association methods), we isolated a candidate gene (Sucrose-Phosphate Synthase 1). This gene was associated with height and local average temperature in our studied populations, consistent with previous studies on this gene in Arabidopsis thaliana. 4. Synthesis. Given the nature of the traits involved in the detected pattern of local adaptation and the relative lack of plasticity of the two most extreme populations, our findings are consistent with a scenario of a locally adaptive stress response syndrome in high elevation populations. Due to a reduced phenotypic plasticity, an overall low intra-population genetic diversity of the adaptive traits and weak gene flow, populations of high altitude might have difficulties to cope with, e.g. a rise of temperature.",2018,"alpine ecology; arabis alpina; common garden; local adaptation; phenotypic plasticity; rad sequencing","Article","ISI"
"How to infer reliable diploid genotypes from NGS or traditional sequence data: from basic probability to experimental optimization","10.1111/j.1420-9101.2012.02488.x","Chenuil, A","The use of diploid sequence markers is still challenging despite the good quality of the information they provide. There is a common problem to all sequencing approaches [traditional cloning and sequencing of PCR amplicons as well as next-generation sequencing (NGS)]: when no variation is found within the sequences from a given individual, homozygozity can never be asserted with certainty. As a consequence, sequence data from diploid markers are mostly analysed at the population (not the individual level) particularly in animal studies. This study aims at contributing to solve this. Using the Bayes theorem and the binomial law, useful results are derived, among which: (i) the number of sequence reads per individual (or sequencing depth) which is required to ensure, at a given probability threshold, that some heterozygotes are not considered erroneously as homozygotes, as a function of the observed heterozygozity (Ho) of the locus in the population; (ii) a way of estimating Ho from low coverage NGS data; (iii) a way of testing the null hypothesis that a genetic marker corresponds to a single and diploid locus, in the absence of data from controlled crosses; (iv) strategies for characterizing sequence genotypes in populations minimizing the average number of sequence reads per individual; (v) a rationale to decide which are the variations that one needs to consider along the sequence, as a function of the sequencing depth affordable, the level of polymorphism desired and the risk of sequencing error. For traditional sequencing technology, optimal strategies appear surprisingly different from the usual empirical ones. The average number of sequence reads required to obtain 99% of fully determined genotypes never exceeds six, this value corresponding to the worst situation when Ho equals 0.6. This threshold value of Ho is strikingly stable when the tolerated proportion of nonfully resolved genotypes varies in a reasonable range. These results do not rely on the HardyWeinberg equilibrium assumption or on diallelism of nucleotidic sites.",2012,"genomics; population genetics; theory","Article","ISI"
"Intraspecific response of colonial ascidians to variable salinity stress in an era of global change","10.3354/meps11719","Dijkstra, JA; Simkanin, C","Extreme or seasonal climatic events can lead to abrupt changes in environmental conditions. These events can produce a range of organismal responses that may help to protect local-scale populations against changes in climate. Empirical studies examining intraspecific variation in reproductive and physiological responses to varying durations of environmental stress are rare. We performed laboratory experiments under varying episodic and chronic salinities using the botryllid ascidians, Botrylloides nigrum and Botryllus planus. Our study illustrates intraspecific phenotypic variation to salinity stress. Respectively 40 and 20% of B. nigrum and B. planus colonies exhibited a distinct physical behavior when exposed to low salinity treatments. They distended their cloacal cavities, exposing their pharyngeal baskets and neural glands. Physiological signs of salinity stress included higher mortality, lower heart rates and limited asexual reproduction in both species. The physical and physiological differences among clones and colonies highlight phenotypic variation within and between genotypes to selective environmental pressures in real time. Our results underscore the need to examine physiological responses of species under varying durations of environmental stress. Plastic responses of species to fine-scale environmental change may aid their persistence in a future where extreme climatic events are likely to be more common and acute.",2016,"intraspecific variation; phenotypic plasticity; local adaptation; salinity; climate extremes; ascidians","Article","ISI"
"Assessing the genetic diversity of the critically endangered Chinese sturgeon Acipenser sinensis using mitochondrial markers and genome-wide single-nucleotide polymorphisms from RAD-seq","10.1007/s11427-017-9254-6","Liu, J; You, XX; Xu, P; Zhuang, P; Zheng, YP; Zhang, K; Wang, M; Lv, YY; Xu, GC; Zhao, F; Wu, JH; Fan, HY; Xu, JA; Ruan, ZQ; Bian, C; Liu, K; Xu, DP; Chen, JH; Xu, JM; Shi, Q","As a living fossil, the endangered Chinese sturgeon (Acipenser sinensis) has been considered a national treasure in China. Here, the famous Gezhouba Dam and Three Gorges Dam on the Yangtze River were built in 1988 and 2006, for economic purposes. The natural population of Chinese sturgeon has declined since then, as these dams block its migratory route to the original spawning grounds in the middle reaches of the Yangtze River. In 2013 and 2014, there was an absence of spawning where it typically happened near the Gezhouba Dam. Nevertheless, from April to June in 2015, over 1,000 larvae with different body lengths (10-35 cm) were detected along the Shanghai Yangtze Estuary; but only little is currently known about the population genetic structure of the Chinese sturgeon. Herein, we inferred population genetic parameters from 462 available Chinese sturgeon specimens based on a 421-bp fragment of the mitochondrial DNA (mtDNA) D-loop region and 1,481,620 SNPs (single-nucleotide polymorphisms) generated by restriction site-associated DNA sequencing (RAD-seq). For the D-loop dataset, 15 haplotypes were determined. Randomly picked 23 individuals, representing the 15 D-loop haplotype groups, were subsequently used for further RAD-seq validation. The average nucleotide diversity calculated from the mtDNA and RAD datasets was 0.0086 and 0.000478, respectively. The overall effective female population size was calculated to be 1,255 to 2,607, and the long-term effective population size was estimated to range from 11,950 to 119,500. We observed that the genetic variability and the effective female population size of the current population in the Yangtze River are severely low, which are similar to the data reported over 10 years ago. The deduced relatively small effective population of female fish, limiting the genetic connectivity among Chinese sturgeon, should be considered a serious threat to this endangered species.",2018,"acipenser sinensis; genetic diversity; effective female population size; mtdna; rad-seq","Article","ISI"
"Development and characterization of 26 SNP markers in Ochetobius elongatus based on restriction site-associated DNA sequencing (RAD-seq)","10.1007/s12686-018-1075-3","Yang, JP; Li, YF; Zhu, SL; Chen, WT; Li, J; Xue, HM; Li, XH","Ochetobius elongatus (Cyprinidae, Leuciscinae) was once an endemic species and widely distributed in numbers of rivers throughout South China. Nevertheless, the wild population of O. elongatus reduced dramatically in recent years due to anthropogenic impacts and it has been listed as a critically endangered species by IUCN. In this study, 26 novel single nucleotide polymorphism (SNP) markers were developed based on Restriction-site associated DNA sequencing. The results showed that the minor allele frequency varied from 0.071 to 0.500, the observed heterozygosity and expected heterozygosity ranged from 0.093 to 0.964 and 0.133 to 0.505, respectively. The PIC ranged from 0.124 to 0.375. Six loci showed significant deviations from the HWE after Bonferroni correction (p < 0.05), but no significant linkage disequilibrium was found. These SNP markers will provide valuable information for future population and conservation genetics of this germplasm resource.",2020,"conservation genetics; ochetobius elongates; snp marker; rad-seq","Article","ISI"
"Genome-wide comparisons reveal a clinal species pattern within a holobenthic octopodthe Australian Southern blue-ringed octopus, Hapalochlaena maculosa (Cephalopoda: Octopodidae)","10.1002/ece3.3845","Morse, P; Kjeldsen, SR; Meekan, MG; Mccormick, MI; Finn, JK; Huffard, CL; Zenger, KR","The southern blue-ringed octopus, Hapalochlaena maculosa (Hoyle, 1883) lacks a planktonic dispersal phase, yet ranges across Australia's southern coastline. This species' brief and holobenthic life history suggests gene flow might be limited, leaving distant populations prone to strong genetic divergence. This study used 17,523 genome-wide SNP loci to investigate genetic structuring and local adaptation patterns of H.maculosa among eight sampling sites along its reported range. Within sites, interrelatedness was very high, consistent with the limited dispersal of this taxon. However, inbreeding coefficients were proportionally lower among sites where substructuring was not detected, suggesting H.maculosa might possess a mechanism for inbreeding avoidance. Genetic divergence was extremely high among all sites, with the greatest divergence observed between both ends of the distribution, Fremantle, WA, and Stanley, TAS. Genetic distances closely followed an isolation by geographic distance pattern. Outlier analyses revealed distinct selection signatures at all sites, with the strongest divergence reported between Fremantle and the other Western Australian sites. Phylogenetic reconstructions using the described sister taxon H.fasciata (Hoyle, 1886) further supported that the genetic divergence between distal H. maculosa sites in this study was equivalent to that of between established heterospecifics within this genus. However, it is advocated that taxonomic delineations within this species should be made with caution. These data indicate that H.maculosa forms a clinal species pattern across its geographic range, with gene flow present through allele sharing between adjacent populations. Morphological investigations are recommended for a robust resolution of the taxonomic identity and ecotype boundaries of this species.",2018,"adaptive radiation; cryptic subspecies; ecological genomics; population genetics; snp","Article","ISI"
"Heterogeneous Perceptions of Social-Ecological Change Among Small-Scale Fishermen in the Central Gulf of California: Implications for Adaptive Response","10.3389/fmars.2019.00078","Frawley, TH; Crowder, LB; Broad, K","As changes in climate, governance, and organization reshape the dynamics of small-scale fisheries around the globe, the persistence of many local livelihoods appears contingent upon the ability of resource users to respond and adapt. Though significant scholarship has considered the limiting roles of resources and infrastructure, recent research has highlighted the importance of local learning and knowledge. Rather than being driven by forces exogenous to local communities, it is increasingly recognized that adaptation may be limited by perceptions and processes within them. Here, we explore knowledge production and adaptive response within a small-scale fishery in the central Gulf of California following system perturbation. Using mixed methods from the natural and social sciences, we (1) identify local drivers of social-ecological change, (2) document knowledge concerning their causes and consequences across a diverse group of small-scale fishermen, and (3) identify patterns of intracultural agreement and disagreement associated with divergent adaptive response. Results indicate that perceptions of social-ecological change were heterogeneous and that gear ownership and target species diversification were critical factors in determining the cultural models through which fishermen understood and responded to changes in the resource system. Unlike other user groups, owner-operator fishermen pursuing generalist livelihood strategies held consensus beliefs regarding changes to system structure and function and demonstrated increased ability to modify fishing tactics with the best practices for sustainable use. Our findings highlight how local knowledge can be used to assess the proximate impacts of external drivers of change and provide insight into the cultural models influencing in situ decision-making and adaptive response within modern fishery systems.",2019,"small-scale fisheries; adaptation; gulf of california; local knowledge; cultural models; social-ecological systems","Article","ISI"
