Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Open Access,Source
"Annett B., Gerlach G., King T.L., Whiteley A.R.","Conservation genetics of remnant coastal brook trout populations at the southern limit of their distribution: Population structure and effects of stocking",2012,"Transactions of the American Fisheries Society","141","5",,"1399","1410",,14,"10.1080/00028487.2012.694831","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868123283&doi=10.1080%2f00028487.2012.694831&partnerID=40&md5=31ab5a8d9b393b7f9a513335c3e72779","We examined genetic variation within and among a group of remnant coastal brook trout Salvelinus fontinalis populations along the coast of the northeastern United States. These populations occur at the southern limits of anadromy for this species and could form the foundation of a restored anadromous metapopulation. We also tested for genetic introgression between these populations and the hatchery source that has been used to stock these sites. The overall FST for the natural populations at 12 microsatellite loci was 0.145 (95% confidence interval, 0.108-0.183), and D was 0.225 (0.208-0.243). On average, 94.6% of individuals were correctly assigned to the population where they were collected. Our results suggest that there is little gene flow even between geographically proximate populations. We found little evidence that repeated historic stocking from a known hatchery source has led to genetic introgression into these wild coastal brook trout populations. One hybrid individual appeared to be a backcross between an F1 and a hatchery individual. Another hybrid individual could not be classified. Our results suggest that nonintrogressed and potentially locally adapted populations of brook trout persist in several small coastal New England streams. These populations should be the focus of future efforts to restore anadromous brook trout in this region. © American Fisheries Society 2012.",,"conservation genetics; gene flow; genetic variation; local adaptation; metapopulation; population distribution; salmonid fishery; stocking density; United States; Salmonidae; Salvelinus fontinalis",Article,"",Scopus
"Chaoui L., Gagnaire P.-A., Guinand B., Quignard J.-P., Tsigenopoulos C., Kara M.H., Bonhomme F.","Microsatellite length variation in candidate genes correlates with habitat in the gilthead sea bream Sparus aurata",2012,"Molecular Ecology","21","22",,"5497","5511",,22,"10.1111/mec.12062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868195807&doi=10.1111%2fmec.12062&partnerID=40&md5=55467e3fb9a5404ae7465e8f20f123bd","The genetic basis and evolutionary implications of local adaptation in high gene flow marine organisms are still poorly understood. In several Mediterranean fish species, alternative migration patterns exist between individuals entering coastal lagoons that offer favourable conditions for growth and those staying in the sea where environmental conditions are less subject to rapid and stressful change. Whether these coexisting strategies are phenotypically plastic or include a role for local adaptation through differential survival needs to be determined. Here, we explore the genetic basis of alternate habitat use in western Mediterranean populations of the gilthead sea bream (Sparus aurata). Samples from lagoonal and open-sea habitats were typed for three candidate gene microsatellite loci, seven anonymous microsatellites and 44 amplified fragment length polymorphism markers to test for genotype-environment associations. While anonymous markers globally indicated high levels of gene flow across geographic locations and habitats, non-neutral differentiation patterns correlated with habitat type were found at two candidate microsatellite loci located in the promoter region of the growth hormone and prolactin genes. Further analysis of these two genes revealed that a mechanism based on habitat choice alone could not explain the distribution of genotype frequencies at a regional scale, thus implying a role for differential survival between habitats. We also found an association between allele size and habitat type, which, in the light of previous studies, suggests that polymorphisms in the proximal promoter region could influence gene expression by modulating transcription factor binding, thus providing a potential explanatory link between genotype and growth phenotype in nature. © 2012 Blackwell Publishing Ltd.","gene flow; genotype-environment association; growth hormone; habitat choice; local adaptation; prolactin","microsatellite DNA; allele; amplified fragment length polymorphism; animal; article; DNA sequence; ecosystem; gene flow; gene frequency; genetic variability; genetics; genotype; genotype environment interaction; Mediterranean Sea; population genetics; promoter region; sea bream; Alleles; Amplified Fragment Length Polymorphism Analysis; Animals; Ecosystem; Gene Flow; Gene Frequency; Gene-Environment Interaction; Genetic Variation; Genetics, Population; Genotype; Mediterranean Sea; Microsatellite Repeats; Promoter Regions, Genetic; Sea Bream; Sequence Analysis, DNA; Archosargus rhomboidalis; Sparus aurata",Article,"",Scopus
"García-Fernández A., Segarra-Moragues J.G., Widmer A., Escudero A., Iriondo J.M.","Unravelling genetics at the top: Mountain islands or isolated belts?",2012,"Annals of Botany","110","6",,"1221","1232",,17,"10.1093/aob/mcs195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868020793&doi=10.1093%2faob%2fmcs195&partnerID=40&md5=2c937d5b389a48c96bf228f875229e51","Background and AimsIn mountain plant populations, local adaptation has been described as one of the main responses to climate warming, allowing plants to persist under stressful conditions. This is especially the case for marginal populations at their lowest elevation, as they are highly vulnerable. Adequate levels of genetic diversity are required for selection to take place, while high levels of altitudinal gene flow are seen as a major limiting factor potentially precluding local adaptation processes. Thus, a compromise between genetic diversity and gene flow seems necessary to guarantee persistence under oncoming conditions. It is therefore critical to determine if gene flow occurs preferentially between mountains at similar altitudinal belts, promoting local adaptation at the lowest populations, or conversely along altitude within each mountain.MethodsMicrosatellite markers were used to unravel genetic diversity and population structure, inbreeding and gene flow of populations at two nearby altitudinal gradients of Silene ciliata, a Mediterranean high-mountain cushion plant.Key ResultsGenetic diversity and inbreeding coefficients were similar in all populations. Substantial gene flow was found both along altitudinal gradients and horizontally within each elevation belt, although greater values were obtained along altitudinal gradients. Gene flow may be responsible for the homogeneous levels of genetic diversity found among populations. Bayesian cluster analyses also suggested that shifts along altitudinal gradients are the most plausible scenario.ConclusionsPast population shifts associated with glaciations and interglacial periods in temperate mountains may partially explain current distributions of genetic diversity and population structure. In spite of the predominance of gene flow along the altitudinal gradients, local genetic differentiation of one of the lower populations together with the detection of one outlier locus might support the existence of different selection forces at low altitudes. © 2012 The Author.","altitudinal range; Caryophyllaceae; Gene flow; genetic variation; glacial refuge; local adaptation; mountain plant; Silene ciliata","microsatellite DNA; altitude; altitudinal zonation; Bayesian analysis; cluster analysis; dicotyledon; gene flow; genetic differentiation; genetic marker; glacial-interglacial cycle; glaciation; global warming; inbreeding; island; isolated population; local adaptation; mountain region; population structure; refuge; adaptation; altitude; analysis of variance; article; Bayes theorem; climate change; gene flow; genetic variability; genetics; geography; inbreeding; physiology; population genetics; Silene; Southern Europe; Adaptation, Physiological; Altitude; Analysis of Variance; Bayes Theorem; Climate Change; Gene Flow; Genetic Structures; Genetic Variation; Genetics, Population; Geography; Inbreeding; Mediterranean Region; Microsatellite Repeats; Silene; Mediterranean Region; Caryophyllaceae; Silene",Article,"All Open Access, Bronze, Green",Scopus
"Kekkonen J., Jensen H., Brommer J.E.","Morphometric differentiation across House Sparrow Passer domesticus populations in Finland in comparison with the neutral expectation for divergence",2012,"Ibis","154","4",,"846","857",,15,"10.1111/j.1474-919X.2012.01252.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866461096&doi=10.1111%2fj.1474-919X.2012.01252.x&partnerID=40&md5=0a98513bbad559b3067698fec354241d","To understand the biology of organisms it is important to take into account the evolutionary forces that have acted on their constituent populations. Neutral genetic variation is often assumed to reflect variation in quantitative traits under selection, though with even low neutral divergence there can be substantial differentiation in quantitative genetic variation associated with locally adapted phenotypes. To study the relative roles of natural selection and genetic drift in shaping phenotypic variation, the levels of quantitative divergence based on phenotypes (P ST) and neutral genetic divergence (F ST) can be compared. Such a comparison was made between 10 populations of Finnish House Sparrows (n = 238 individuals) collected in 2009 across the whole country. Phenotypic variation in tarsus-length, wing-length, bill-depth, bill-length and body mass were considered and 13 polymorphic microsatellite loci were analysed to quantify neutral genetic variation. Calculations of P ST were based on Markov-Chain Monte Carlo Bayesian estimates of phenotypic variances across and within populations. The robustness of the conclusions of the P ST-F ST comparison was evaluated by varying the proportion of variation due to additive genetic effects within and across populations. Our results suggest that body mass is under directional selection, whereas the divergence in other traits does not differ from neutral expectations. These findings suggest candidate traits for considering gene-based studies of local adaptation. The recognition of locally adapted populations may be of value in the conservation of this declining species. © 2012 The Authors Ibis © 2012 British Ornithologists' Union.","Evolution; Microsatellites; P ST-F ST comparison; Phenotypic divergence; Selection","divergence; evolutionary biology; genetic drift; genetic marker; genetic variation; local adaptation; Markov chain; Monte Carlo analysis; morphometry; natural selection; ornithology; phenotypic plasticity; population decline; songbird; species conservation; Finland; Ibis; Passer domesticus",Article,"",Scopus
"Bell T.M., Sotka E.E.","Local adaptation in adult feeding preference and juvenile performance in the generalist herbivore Idotea balthica",2012,"Oecologia","170","2",,"383","393",,13,"10.1007/s00442-012-2302-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866336030&doi=10.1007%2fs00442-012-2302-3&partnerID=40&md5=b9d045947513bea196f161b493629e8a","Populations can respond to environmental heterogeneity by genetic adaptation to local conditions. Evidence for local adaptation in herbivores with relatively broad host breadth is scarce, either because generalists rarely locally adapt or because fewer studies have tested for local adaptation. The marine isopod Idotea balthica, a small (<3 cm) generalist herbivore common to estuaries of the northwestern Atlantic, is found on multiple macroalgae and sea grasses north of 42°N, while more southerly populations utilize sea grass-dominated and macroalgal-poor habitats. Feeding preference assays revealed a latitudinal shift in preference hierarchy that mirrors this geographic variation in host availability. Northern populations have higher feeding preference for fresh and freeze-dried tissue of the brown macroalga Fucus vesiculosus and consumed more of its water-soluble and lipophilic extracts relative to southern populations. In contrast, southern populations have a relatively higher preference for the green macroalga Ulva linza and sea grass Zostera marina. The rank of hosts in feeding assays exhibited by northern adults (Fucus = Ulva > Zostera) and southern adults (Ulva > Fucus > Zostera) closely mirrored ranking of juvenile growth rates, suggesting that preference and performance are strongly correlated across these macrophytes. Several of our assays included isopods that had parents reared under uniform laboratory conditions, indicating that geographic differences are genetically mediated and unlikely to reflect phenotypic plasticity or maternal effects. Local adaptation in host use traits may be common in broadly distributed, generalist herbivores in marine and terrestrial systems, and will manifest itself as local shifts in the preference ranking of hosts. © 2012 Springer-Verlag.","Environmental heterogeneity; Fucus vesiculosus; Host use; Plant chemical defense; Plant herbivore interactions; Zostera marina","adult; bioassay; estuarine environment; feeding behavior; generalist; geographical variation; growth rate; herbivory; heterogeneity; isopod; juvenile; local adaptation; macroalga; performance assessment; phenotypic plasticity; plant extract; plant-herbivore interaction; population structure; preference behavior; seagrass; Atlantic Ocean; Atlantic Ocean (Northwest); Fucus; Fucus vesiculosus; Idotea baltica; Isopoda; Poaceae; Ulva; Ulva linza; Zostera; Zostera marina",Article,"",Scopus
"Park C.-J., Hara M., Lee J.-H., Noh J.K., Kim H.C., Park J.W., Kim S.Y.","Genetic population structure of the wild Pacific abalone (Haliotis discus) in Korea and Japan based on microsatellite DNA markers",2012,"Biochemical Systematics and Ecology","44",,,"86","95",,9,"10.1016/j.bse.2012.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861210581&doi=10.1016%2fj.bse.2012.04.006&partnerID=40&md5=12b6b893a35c3c7cfa1c1a7d31993dd0","We examined the genetic population diversity of the wild Pacific abalone, Haliotis discus hannai and H. discus discus in Korea and Japan using microsatellite DNA markers. High levels of genetic diversity were detected in all populations, as indicated by the high levels of heterozygosity (observed heterozygosity: H Obs = 0.703-0.812; expected heterozygosity: H Exp = 0.761-0.846) and allelic diversity (mean number of alleles per locus: A Obs = 11.7-14.2; allelic richness: A Rich = 11.0-13.6). The genetic structure of the 14 populations was separated into three groups (group 1: all except two H. discus hannai populations (K7 and K8) from the Korea East Sea; group 2: two H. discus hannai populations (K7 and K8) of the Korea East Sea; group 3: all H. discus discus populations). Significant genetic differences were observed not only between H. discus hannai and H. discus discus populations, but also within H. discus hannai. The genetic differentiation observed in H. discus abalone suggests that they have evolved as semi-independent evolutionary units and may have developed local adaptations to their respective habitats. The genetic differentiation within H. discus hannai populations is thought to have occurred due to characteristic differences of geographical marine environments. The findings of the present study will be useful in the management and conservation of Pacific abalone resources. © 2012 Elsevier Ltd.","Haliotis discus discus; Haliotis discus hannai; Microsatellite; Population structure","allele; genetic marker; genetic structure; genetic variation; heterozygosity; local adaptation; marine environment; marine resource; population genetics; population structure; snail; species conservation; wild population; Japan; Korea; Haliotidae; Haliotis discus; Haliotis discus discus; Haliotis discus hannai",Article,"",Scopus
"Miller W., Schuster S.C., Welch A.J., Ratan A., Bedoya-Reinaa O.C., Zhao F., Kim H.L., Burhans R.C., Drautz D.I., Wittekindt N.E., Tomsho L.P., Ibarra-Laclette E., Herrera-Estrella L., Peacock E., Farley S., Sage G.K., Rode K., Obbard M., Montiel R., Bachmann L., Ingólfsson Ó., Aars J., Mailund T., Wiig Ø., Talbot S.L., Lindqvist C.","Polar and brown bear genomes reveal ancient admixture and demographic footprints of past climate change",2012,"Proceedings of the National Academy of Sciences of the United States of America","109","36",,"E2382","E2390",,195,"10.1073/pnas.1210506109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865964725&doi=10.1073%2fpnas.1210506109&partnerID=40&md5=52c575cae5a0306d4fdb77670a5a2b40","Polar bears (PBs) are superbly adapted to the extreme Arctic environment and have become emblematic of the threat to biodiversity from global climate change. Their divergence from the lower-latitude brown bear provides a textbook example of rapid evolution of distinct phenotypes. However, limited mitochondrial and nuclear DNA evidence conflicts in the timing of PB origin as well as placement of the species within versus sister to the brown bear lineage. We gathered extensive genomic sequence data from contemporary polar, brown, and American black bear samples, in addition to a 130,000- to 110,000-y old PB, to examine this problem from a genome-wide perspective. Nuclear DNA markers reflect a species tree consistent with expectation, showing polar and brown bears to be sister species. However, for the enigmatic brown bears native to Alaska's Alexander Archipelago, we estimate that not only their mitochondrial genome, but also 5-10% of their nuclear genome, is most closely related to PBs, indicating ancient admixture between the two species. Explicit admixture analyses are consistent with ancient splits among PBs, brown bears and black bears that were later followed by occasional admixture. We also provide paleodemographic estimates that suggest bear evolution has tracked key climate events, and that PB in particular experienced a prolonged and dramatic decline in its effective population size during the last ca. 500,000 years. We demonstrate that brown bears and PBs have had sufficiently independent evolutionary histories over the last 4-5 million years to leave imprints in the PB nuclear genome that likely are associated with ecological adaptation to the Arctic environment.","Demographic history; Hybridization; Mammalian genomics; Phylogenetics","arctic climate; article; bear; black bear; brown bear; climate change; demography; evolution; gene sequence; genetic variability; genome; genomics; nonhuman; phenotype; phylogeny; polar bear; priority journal; United States; Adaptation, Biological; Animals; Arctic Regions; Base Sequence; Climate Change; Evolution, Molecular; Genetic Markers; Genetics, Population; Genome; History, Ancient; Molecular Sequence Data; Population Density; Population Dynamics; Sequence Analysis, DNA; Species Specificity; Ursidae; Mammalia; Ursus americanus; Ursus arctos; Ursus maritimus",Article,"All Open Access, Bronze, Green",Scopus
"Funk W.C., McKay J.K., Hohenlohe P.A., Allendorf F.W.","Harnessing genomics for delineating conservation units",2012,"Trends in Ecology and Evolution","27","9",,"489","496",,534,"10.1016/j.tree.2012.05.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865552514&doi=10.1016%2fj.tree.2012.05.012&partnerID=40&md5=5070b9323ec39a8846cee671cc7d6dc9","Genomic data have the potential to revolutionize the delineation of conservation units (CUs) by allowing the detection of adaptive genetic variation, which is otherwise difficult for rare, endangered species. In contrast to previous recommendations, we propose that the use of neutral versus adaptive markers should not be viewed as alternatives. Rather, neutral and adaptive markers provide different types of information that should be combined to make optimal management decisions. Genetic patterns at neutral markers reflect the interaction of gene flow and genetic drift that affects genome-wide variation within and among populations. This population genetic structure is what natural selection operates on to cause adaptive divergence. Here, we provide a new framework to integrate data on neutral and adaptive markers to protect biodiversity. © 2012 Elsevier Ltd.",,"adaptation; biodiversity; conservation genetics; data set; decision making; endangered species; gene flow; genetic analysis; genetic drift; genetic marker; genetic variation; genomics; natural selection; rare species; adaptation; biodiversity; environmental protection; gene flow; gene locus; genetic marker; genetic variability; genetics; genomics; methodology; phylogeny; population genetics; review; species difference; Adaptation, Biological; Biodiversity; Conservation of Natural Resources; Gene Flow; Genetic Loci; Genetic Markers; Genetic Variation; Genetics, Population; Genomics; Phylogeny; Species Specificity",Review,"All Open Access, Green",Scopus
"Allman P.E., Place A.R., Roosenburg W.M.","Geographic variation in egg size and lipid provisioning in the diamondback terrapin malaclemys terrapin",2012,"Physiological and Biochemical Zoology","85","5",,"442","449",,5,"10.1086/667412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865524038&doi=10.1086%2f667412&partnerID=40&md5=0668920dcd25d0378f88defcfbd3efc2","Understanding phenotypic differentiation among populations of wide-ranging species remains at the core of life-history research, because adaptation to local environmental conditions is expected. For example, when energy resources influence offspring fitness (as in oviparous ectotherms), the egg and hatchling environments are expected to influence selection by acting on the amount of energy allocated to offspring. Here we identify population variation in egg mass, length, width, and volume from diamondback terrapin Malaclemys terrapin eggs collected in Rhode Island (RI), Maryland (MD), and South Carolina (SC). Egg size (mean volume: 7.6, 8.1, and 9.1 cc in RI, MD, and SC, respectively) and clutch size (mean no. eggs: 16.1, 12.2, and 6.0 in RI, MD, and SC, respectively) differed among populations, which indicated that females produce larger clutches with smaller eggs at high latitudes and smaller clutches of larger eggs at lower latitudes. Lipid analyses indicated that eggs from SC contained yolks with a higher proportion of nonpolar lipids than did eggs from MD or RI (mean percentage of nonpolar lipids: 22.3%, 22.5%, and 31.8% in RI, MD, and SC, respectively). Thus, female terrapins in SC are laying larger eggs with increased lipid content to provide more energy for the developing embryo. Interestingly, total triacylglycerol (energetic lipid) was greater in southern populations but occurred in higher proportions in northern populations (total triacylglycerol: 88.0%, 85.4%, and 81.9% in RI, MD, and SC, respectively). This variation in triacylglycerol levels demonstrates the necessity for quantifying each lipid component. These data indicate a difference in reproductive strategy by which females in northern populations invest in higher fecundity with less energetic resources per offspring, whereas females in southern populations invest in larger eggs with considerably greater energy reserves. © 2012 by The University of Chicago.",,"lipid; alcohol; clutch size; egg size; embryonic development; environmental conditions; fecundity; fitness; geographical variation; life history trait; lipid; local adaptation; parent-offspring interaction; population structure; resource allocation; turtle; animal; article; chemistry; female; gas chromatography; oocyte; physiology; reproduction; thin layer chromatography; turtle; United States; Animals; Chromatography, Thin Layer; Female; Flame Ionization; Lipids; Maryland; Ovum; Reproduction; Rhode Island; South Carolina; Turtles; Maryland; Rhode Island; South Carolina; United States; Emydidae; Malaclemys; Malaclemys terrapin",Article,"",Scopus
"van Heerwaarden B., Lee R.F.H., Wegener B., Weeks A.R., Sgró C.M.","Complex patterns of local adaptation in heat tolerance in Drosophila simulans from eastern Australia",2012,"Journal of Evolutionary Biology","25","9",,"1765","1778",,24,"10.1111/j.1420-9101.2012.02564.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865199166&doi=10.1111%2fj.1420-9101.2012.02564.x&partnerID=40&md5=b8d3988b779b8ce94eddd80d5ec38336","Latitudinal clines are considered a powerful means of investigating evolutionary responses to climatic selection in nature. However, most clinal studies of climatic adaptation in Drosophila have involved species that contain cosmopolitan inversion polymorphisms that show clinal patterns themselves, making it difficult to determine whether the traits or inversions are under selection. Further, although climatic selection is unlikely to act on only one life stage in metamorphic organisms, a few studies have examined clinal patterns across life stages. Finally, clinal patterns of heat tolerance may also depend on the assay used. To unravel these potentially confounding effects on clinal patterns of thermal tolerance, we examined adult and larval heat tolerance traits in populations of Drosophila simulans from eastern Australia using static and dynamic (ramping 0.06 °C min-1) assays. We also used microsatellites markers to clarify whether demographic factors or selection are responsible for population differentiation along clines. Significant cubic clinal patterns were observed for adult static basal, hardened and dynamic heat knockdown time and static basal heat survival in larvae. In contrast, static, hardened larval heat survival increased linearly with latitude whereas no clinal association was found for larval ramping survival. Significant associations between adult and larval traits and climatic variables, and low population differentiation at microsatellite loci, suggest a role for climatic selection, rather than demographic processes, in generating these clinal patterns. Our results suggest that adaptation to thermal stress may be species and life-stage specific, complicating our efforts to understand the evolutionary responses to selection for increasing thermotolerance. Journal of Evolutionary Biology © 2012 European Society For Evolutionary Biology 259 September 2012 10.1111/j.1420-9101.2012.02564.x Research Paper Research Papers. © 2012 The Authors. Journal of Evolutionary Biology © 2012 European Society For Evolutionary Biology.","Cline; Dynamic; Heat tolerance; Local adaptation; Static","microsatellite DNA; demographic survey; evolutionary biology; fly; genetic marker; larva; latitudinal gradient; local adaptation; polymorphism; survival; temperature tolerance; acclimatization; allele; animal; article; Australia; climate; Drosophila; female; gene flow; genetic selection; genetic variability; genetics; genotyping technique; heat; heterozygote; larva; male; methodology; physiological stress; physiology; population genetics; species difference; statistical model; survival; time; Acclimatization; Alleles; Animals; Australia; Climate; Drosophila; Female; Gene Flow; Genetic Variation; Genetics, Population; Genotyping Techniques; Heterozygote; Hot Temperature; Larva; Linear Models; Male; Microsatellite Repeats; Selection, Genetic; Species Specificity; Stress, Physiological; Survival Analysis; Time Factors; Australia; Drosophila simulans",Article,"All Open Access, Bronze",Scopus
"Moraiti C.A., Nakas C.T., Köppler K., Papadopoulos N.T.","Geographical variation in adult life-history traits of the European cherry fruit fly, Rhagoletis cerasi (Diptera: Tephritidae)",2012,"Biological Journal of the Linnean Society","107","1",,"137","152",,9,"10.1111/j.1095-8312.2012.01930.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864830870&doi=10.1111%2fj.1095-8312.2012.01930.x&partnerID=40&md5=26628c7b32074167ceb7687391a7e0c3","To understand the evolution of local adaptation, the interplay between natural selection and gene flow should be considered. Rhagoletis cerasi L. (Diptera: Tephritidae) is a patchily distributed, stenophagous species of the temperate zone, and the geographical structure of its populations reveals substantial variation in gene flow rates across its distribution range. We studied the demographic components of R.cerasi adults from Greek and German populations by estimating the variability in fitness traits among allopatric populations, as well as among geographically discrete populations, with gene flow. Assuming that body size may exert a profound effect on adult fitness, both thorax and head sizes were considered as covariates in our analyses. Our data demonstrated that females were larger than males in all populations, and adult size varied significantly among populations within groups. Significant differences in a suite of life-history traits of R.cerasi adults were detected among populations with gene flow, whereas there were no consistent differences among allopatric populations. Therefore, the genetic differences among R.cerasi populations, driven mainly by geographical isolation, are poor predictors of variation in the life-history traits of adults. © 2012 The Linnean Society of London.","Allopatric populations; Body size; Demography; Divergent selection; Gene flow","adult; allopatry; body size; demography; divergence; fitness; fly; fruit; gene flow; geographical variation; life history trait; local adaptation; natural selection; patchiness; temperate environment",Article,"All Open Access, Bronze",Scopus
"Brown E.E., Baumann H., Conover D.O.","Absence of countergradient and cogradient variation in an oceanic silverside, the California grunion Leuresthes tenuis",2012,"Marine Ecology Progress Series","461",,,"176","186",,3,"10.3354/meps09802","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864873137&doi=10.3354%2fmeps09802&partnerID=40&md5=4a019462f687aea4a827eaf8bb13b1c1","Spatial adaptations that maximize a species' fitness in its local environment, particularly in the form of countergradient variation (CnGV = genotypic influences counteract environmental effects on trait variation) and cogradient variation (CoGV = genotypic influences accentuate environmental plasticity), have been documented in many estuarine and anadromous fishes. However, their prevalence in more oceanic fishes, where extensive gene flow and reduced environmental selection may preclude local adaptation, remains unclear. If oceanic species lack genetic structure, they may be limited in their ability to adapt to global climate change. We examined the potential for adaptation in oceanic fishes by testing whether an oceanic silverside, the California grunion Leuresthes tenuis, displays CnGV in growth capacity and CoGV in vertebral number across a latitudinal gradient as found in estuarine silversides. Common garden experiments revealed that reaction norms for growth in response to temperature differed little among 3 L. tenuis populations from different latitudes. Growth rates of wild adult L. tenuis measured from scale analysis suggested that growth may be slightly faster at more southern latitudes, likely due to environmental variation. Mean vertebral number in wild L. tenuis, determined from radiographs, were nearly identical for all populations. Overall, our results did not provide evidence for spatial adaptations in these traits of L. tenuis, in contrast to the strong patterns of latitudinal trait adaptation in other, more estuarine silversides. This study provides support for the finding that higher gene flow levels and weaker environmental selection pressures of oceanic species limit local adaptation. © Inter-Research 2012 · www.int-res.com.","Adaptation; Climate change; Environmental selection; Gene flow; Growth capacity; Latitudinal gradient; Vertebral number","climate change; estuarine ecosystem; fitness; gene flow; global climate; latitudinal gradient; life history trait; local adaptation; radiography; teleost; wild population",Article,"All Open Access, Bronze, Green",Scopus
"Eckert A.J., Shahi H., Datwyler S.L., Neale D.B.","Spatially variable natural selection and the divergence between parapatric subspecies of lodgepole pine (Pinus contorta, Pinaceae)",2012,"American Journal of Botany","99","8",,"1323","1334",,20,"10.3732/ajb.1200055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864963743&doi=10.3732%2fajb.1200055&partnerID=40&md5=e34ccc693a5ccfbb6ddef3b49167d2e8","Premise of the study: Plant populations arrayed across sharp environmental gradients are ideal systems for identifying the genetic basis of ecologically relevant phenotypes. A series of five uplifted marine terraces along the northern coast of California represents one such system where morphologically distinct populations of lodgepole pine (Pinus contorta) are distributed across sharp soil gradients ranging from fertile soils near the coast to podzolic soils ca. 5 km inland. Methods: A total of 92 trees was sampled across four coastal marine terraces (N = 10-46 trees/terrace) located in Mendocino County, California and sequenced for a set of 24 candidate genes for growth and responses to various soil chemistry variables. Statistical analyses relying on patterns of nucleotide diversity were employed to identify genes whose diversity patterns were inconsistent with three null models. Key results: Most genes displayed patterns of nucleotide diversity that were consistent with null models (N = 19) or with the presence of paralogs (N = 3). Two genes, however, were exceptional: an aluminum responsive ABC-transporter with FST = 0.664 and an inorganic phosphate transporter characterized by divergent haplotypes segregating at intermediate frequencies in most populations. Conclusions: Spatially variable natural selection along gradients of aluminum and phosphate ion concentrations likely accounted for both outliers. These results shed light on some of the genetic components comprising the extended phenotype of this ecosystem, as well as highlight ecotones as fruitful study systems for the detection of adaptive genetic variants. © 2012 Botanical Society of America.","Aluminum tolerance; Bolander pine; Ecological staircase; Local adaptation; Pinaceae; Pinus contorta; Podzolic soils; Shore pine","aluminum; phosphate; vegetable protein; aluminum; concentration (composition); coniferous tree; divergence; environmental gradient; local adaptation; morphology; natural selection; numerical model; parapatry; phenotype; phosphate; Podzol; soil chemistry; soil fertility; spatial variation; adaptation; article; chemistry; DNA sequence; gene locus; genetic selection; genetic variability; genetics; haplotype; metabolism; molecular genetics; nucleotide sequence; phenotype; physiological stress; physiology; pine; population genetics; sediment; soil; statistical model; tree; United States; Adaptation, Physiological; Aluminum; Base Sequence; California; Genetic Loci; Genetic Structures; Genetic Variation; Genetics, Population; Geologic Sediments; Haplotypes; Models, Statistical; Molecular Sequence Data; Phenotype; Phosphates; Pinus; Plant Proteins; Selection, Genetic; Sequence Analysis, DNA; Soil; Stress, Physiological; Trees; California; Mendocino County; United States",Article,"All Open Access, Bronze",Scopus
